ACER 16GB 512GB R7 5800H FREEDOS 15.6INC, 4, 18799, NITRO 5 AN515-45 NH.QBAEY.007, https://www.n11.com/urun/acer-nitro-5-an515-45-nhqbaey007-r7-5800h-16-gb-512-gb-ssd-rtx3050-156-dos-dizustu-bilgisayar-18597679?magaza=teknoryabilisim

ACER 16GB 512GB R7 5800H FREEDOS 15.6INC, 5, 19989, NITRO 5 AN515-45 NH.QBAEY.004, https://www.hepsiburada.com/acer-nitro-5-an515-45-amd-ryzen-7-5800h-16gb-512gb-ssd-rtx3050-freedos-15-6-fhd-tasinabilir-bilgisayar-nh-qbaey-004-p-HBCV00000RF4Z5
ACER 16GB 512GB R7 5800H FREEDOS 15.6INC, 5, 22999, NITRO 5 AN515-45 NH.QBAEY.004, https://www.trendyol.com/acer/nitro-5-an515-45-amd-ryzen-7-5800h-16-gb-512-gb-ssd-rtx3050-144hz-15-6-fhd-freedos-nh-qbaey-004-p-151427013?boutiqueId=613344&merchantId=106740
ACER 16GB 512GB R7 5800H FREEDOS 15.6INC, 5, 19999, NITRO 5 AN515-45 NH.QBAEY.004, https://www.n11.com/urun/acer-nitro-5-an515-45-nhqbaey004-r7-5800h-16-gb-512-gb-ssd-rtx3050-144hz-156-dos-dizustu-bilgisayar-2152263?magaza=teknoryabilisim

ACER 8GB 512GB R5 5600H FREEDOS 15.6INC, 5, 16299, NITRO 5 AN515-45 NH.QBAEY.002, https://www.hepsiburada.com/acer-nitro-5-an515-45-ryzen-5-5600h-8gb-512gb-ssd-rtx3050-freedos-15-6-fhd-tasinabilir-bilgisayar-nh-qbaey-002-canta-ve-mouse-p-HBCV00002P6Y1H
ACER 8GB 512GB R5 5600H FREEDOS 15.6INC, 0, 19599, NITRO 5 AN515-45 NH.QBAEY.002, https://www.trendyol.com/acer/nitro-5-an515-45-r5-5600h-8-gb-512gb-ssd-rtx3050-144hz-15-6-fhd-dos-nh-qbaey-002-canta-ve-mouse-p-333103267?boutiqueId=613344&merchantId=106740
ACER 8GB 512GB R5 5600H FREEDOS 15.6INC, 3, 16199, NITRO 5 AN515-45 NH.QBAEY.002, https://www.n11.com/urun/acer-nitro-5-an515-45-nhqbaey002-r5-5600h-8-gb-512-gb-ssd-rtx3050-144-hz-156-dos-dizustu-bilgisayar-2152318?magaza=teknoryabilisim

